,loss,accuracy,val_loss,val_accuracy
0,2.2454748153686523,0.5780839920043945,2.680039882659912,0.5917832255363464
1,1.1830734014511108,0.6277340054512024,2.2869412899017334,0.6066433787345886
2,0.9409134984016418,0.6800087690353394,1.1551395654678345,0.6756992936134338
3,0.8064184188842773,0.717629075050354,0.8016229271888733,0.7753496766090393
4,0.6955907344818115,0.7585301995277405,0.6253688335418701,0.8295454382896423
5,0.6436916589736938,0.7775590419769287,0.4963698983192444,0.868881106376648
6,0.5839380621910095,0.8003062009811401,0.5051281452178955,0.8496503233909607
7,0.5500496029853821,0.8112423419952393,0.427321195602417,0.8741258978843689
8,0.512180745601654,0.8171478509902954,0.35179921984672546,0.9029720425605774
9,0.4795176684856415,0.8269903659820557,0.35512781143188477,0.9038461446762085
10,0.4641217887401581,0.8390201330184937,0.30728891491889954,0.9187062978744507
11,0.4477342367172241,0.8335520625114441,0.34220021963119507,0.9090909361839294
12,0.44768545031547546,0.8385826945304871,0.29919546842575073,0.9125874042510986
13,0.4138299524784088,0.8484252095222473,0.2954106628894806,0.9169580340385437
14,0.41491711139678955,0.8438320159912109,0.2461608350276947,0.9335664510726929
15,0.41108933091163635,0.8447068929672241,0.2719491720199585,0.9283216595649719
16,0.39460477232933044,0.850831151008606,0.21546366810798645,0.9440559148788452
17,0.3701667785644531,0.8663604259490967,0.2131102979183197,0.940559446811676
18,0.37091705203056335,0.8654855489730835,0.21532051265239716,0.9458041787147522
19,0.3706274926662445,0.8694225549697876,0.20404426753520966,0.9527971744537354
20,0.36782106757164,0.8635170459747314,0.20701169967651367,0.9527971744537354
21,0.36544278264045715,0.8681102395057678,0.2042972445487976,0.9527971744537354
22,0.34308260679244995,0.8731408715248108,0.19861552119255066,0.9501748085021973
23,0.3433014154434204,0.8709536194801331,0.1905147135257721,0.9536713361740112
24,0.337965726852417,0.8737969994544983,0.19661641120910645,0.9527971744537354
25,0.33635440468788147,0.8733595609664917,0.19387926161289215,0.9571678042411804
26,0.34815868735313416,0.874015748500824,0.18901246786117554,0.942307710647583
27,0.3218505382537842,0.8786089420318604,0.17130745947360992,0.9562937021255493
28,0.3329586088657379,0.8729221224784851,0.16930435597896576,0.9615384340286255
29,0.31390470266342163,0.882983386516571,0.16719481348991394,0.9589160680770874
30,0.3168680667877197,0.8757655024528503,0.1904013603925705,0.9510489702224731
31,0.3087559640407562,0.8823271989822388,0.17081934213638306,0.9580419659614563
32,0.32661139965057373,0.8731408715248108,0.17343606054782867,0.9554196000099182
33,0.32928863167762756,0.8698599934577942,0.16358941793441772,0.9597902297973633
34,0.3135703504085541,0.8801400065422058,0.1634015440940857,0.9571678042411804
35,0.29234787821769714,0.8912948369979858,0.16697917878627777,0.9571678042411804
36,0.30852678418159485,0.8783901929855347,0.15502794086933136,0.9527971744537354
37,0.3014039993286133,0.8838582634925842,0.1680232584476471,0.9562937021255493
38,0.28465065360069275,0.8875765800476074,0.1810990273952484,0.9545454382896423
39,0.2915854752063751,0.885170578956604,0.16574980318546295,0.9580419659614563
40,0.2793678045272827,0.8958880305290222,0.15007193386554718,0.9624125957489014
41,0.29731014370918274,0.8847331404685974,0.14384204149246216,0.9606643319129944
42,0.2745906412601471,0.9000437259674072,0.14793135225772858,0.9580419659614563
43,0.2588801681995392,0.9059492349624634,0.14756111800670624,0.9606643319129944
44,0.26048141717910767,0.899168848991394,0.13275514543056488,0.9667832255363464
45,0.25135552883148193,0.9048556685447693,0.14392687380313873,0.9624125957489014
46,0.24976226687431335,0.90638667345047,0.121893011033535,0.9632866978645325
47,0.248490110039711,0.9037620425224304,0.12723541259765625,0.9615384340286255
48,0.23788222670555115,0.9116360545158386,0.151734858751297,0.9597902297973633
49,0.24452528357505798,0.9109798669815063,0.15443451702594757,0.9624125957489014
